Water [kg],Cement [kg],Sand [kg],CA [kg],smax [mm],SP [kg],Fiber type,ρf,ff [MPa],Vf [%],df [mm],Lf [mm],fst [MPa],w/c,s/a,a/c,Lf /df ,ρfLf /df ,Lf_df_ratio,rho_f_x_Lf_df,fiber_factor
157.5,350.0,798.0,1078.0,10,0.42,Hooked,1.0,1250.0,1.5,0.75,60.0,4.79,0.45,0.425373134328358,5.36,80.0,80.0,80.0,80.0,120.0
180.0,450.0,652.0,1158.0,20,4.5,No fiber,0.0,0.0,0.0,0.0,0.0,2.45,0.4,0.360220994475138,4.02222222222222,0.0,0.0,0.0,0.0,0.0
180.0,375.0,641.0,1140.0,20,3.75,Hooked,1.0,,1.0,0.75,62.0,4.28,0.48,0.359910162829871,4.74933333333333,82.6666666666667,82.6666666666667,82.6666666666667,82.6666666666667,82.6666666666667
172.0,358.0,749.0,1171.0,20,0.0,Mill-cut,1.0,,1.0,0.94,32.3,3.81,0.480446927374302,0.390104166666667,5.36312849162011,34.3617021276596,34.3617021276596,34.3617021276596,34.3617021276596,34.3617021276596
172.0,358.0,749.0,1171.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.69,0.480446927374302,0.390104166666667,5.36312849162011,0.0,0.0,0.0,0.0,0.0
180.0,375.0,796.0,1099.0,20,0.0,Mill-cut,0.5,,1.0,0.94,32.3,5.06,0.48,0.420052770448549,5.05333333333333,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,34.3617021276596
180.0,375.0,796.0,1099.0,20,0.0,Mill-cut,0.5,,1.0,0.94,32.3,5.61,0.48,0.420052770448549,5.05333333333333,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,34.3617021276596
180.0,375.0,796.0,1099.0,20,0.0,Mill-cut,0.5,,1.0,0.94,32.3,5.19,0.48,0.420052770448549,5.05333333333333,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,34.3617021276596
188.0,392.0,842.0,1029.0,20,0.0,Mill-cut,0.5,,1.5,0.94,32.3,5.43,0.479591836734694,0.450026723677178,4.77295918367347,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,51.5425531914894
188.0,392.0,842.0,1029.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.94,0.479591836734694,0.450026723677178,4.77295918367347,0.0,0.0,0.0,0.0,0.0
196.0,408.0,886.0,960.0,20,0.0,Mill-cut,0.5,,2.0,0.94,32.3,5.67,0.480392156862745,0.479956663055255,4.52450980392157,34.3617021276596,17.1808510638298,34.3617021276596,17.1808510638298,68.7234042553192
196.0,408.0,886.0,960.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.23,0.480392156862745,0.479956663055255,4.52450980392157,0.0,0.0,0.0,0.0,0.0
264.0,480.0,716.5,989.5,20,0.0,Crimped,0.0,0.0,0.0,0.0,0.0,3.15,0.55,0.419988276670574,3.55416666666667,0.0,0.0,0.0,0.0,0.0
264.0,480.0,727.8,965.8,20,0.0,Crimped,0.75,500.0,0.5,1.215,32.27,4.64,0.55,0.429735474728389,3.52833333333333,26.559670781893,19.9197530864197,26.559670781893,19.9197530864197,13.2798353909465
264.0,480.0,739.2,942.3,20,0.0,Crimped,0.75,500.0,1.0,1.215,32.27,5.3,0.55,0.439607493309545,3.503125,26.559670781893,19.9197530864197,26.559670781893,19.9197530864197,26.559670781893
264.0,480.0,750.5,942.3,20,0.0,Crimped,0.75,500.0,1.5,1.215,32.27,6.55,0.55,0.443348298676749,3.52666666666667,26.559670781893,19.9197530864197,26.559670781893,19.9197530864197,39.8395061728395
264.0,480.0,769.1,895.1,20,0.0,Crimped,0.75,500.0,2.0,1.215,32.27,7.0,0.55,0.462143973080159,3.46708333333333,26.559670781893,19.9197530864197,26.559670781893,19.9197530864197,53.119341563786
264.0,480.0,727.8,965.8,20,0.0,Hooked,1.0,380.0,0.5,0.993,32.19,4.28,0.55,0.429735474728389,3.52833333333333,32.416918429003,32.416918429003,32.416918429003,32.416918429003,16.2084592145015
264.0,480.0,739.2,942.3,20,0.0,Hooked,1.0,380.0,1.0,0.993,32.19,5.2,0.55,0.439607493309545,3.503125,32.416918429003,32.416918429003,32.416918429003,32.416918429003,32.416918429003
264.0,480.0,750.5,942.3,20,0.0,Hooked,1.0,380.0,1.5,0.993,32.19,5.81,0.55,0.443348298676749,3.52666666666667,32.416918429003,32.416918429003,32.416918429003,32.416918429003,48.6253776435045
264.0,480.0,769.1,895.1,20,0.0,Hooked,1.0,380.0,2.0,0.993,32.19,6.41,0.55,0.462143973080159,3.46708333333333,32.416918429003,32.416918429003,32.416918429003,32.416918429003,64.833836858006
264.0,480.0,727.8,965.8,20,0.0,Straight smooth,0.5,500.0,0.5,1.036,32.34,4.19,0.55,0.429735474728389,3.52833333333333,31.2162162162162,15.6081081081081,31.2162162162162,15.6081081081081,15.6081081081081
264.0,480.0,739.2,942.3,20,0.0,Straight smooth,0.5,500.0,1.0,1.036,32.34,4.45,0.55,0.439607493309545,3.503125,31.2162162162162,15.6081081081081,31.2162162162162,15.6081081081081,31.2162162162162
264.0,480.0,750.5,942.3,20,0.0,Straight smooth,0.5,500.0,1.5,1.036,32.34,4.89,0.55,0.443348298676749,3.52666666666667,31.2162162162162,15.6081081081081,31.2162162162162,15.6081081081081,46.8243243243243
264.0,480.0,769.1,895.1,20,0.0,Straight smooth,0.5,500.0,2.0,1.036,32.34,5.34,0.55,0.462143973080159,3.46708333333333,31.2162162162162,15.6081081081081,31.2162162162162,15.6081081081081,62.4324324324324
264.0,480.0,727.8,965.8,20,0.0,Crimped,0.75,480.0,0.5,0.929,30.19,3.26,0.55,0.429735474728389,3.52833333333333,32.497308934338,24.3729817007535,32.497308934338,24.3729817007535,16.248654467169
264.0,480.0,739.2,942.3,20,0.0,Crimped,0.75,480.0,1.0,0.929,30.19,3.7,0.55,0.439607493309545,3.503125,32.497308934338,24.3729817007535,32.497308934338,24.3729817007535,32.497308934338
264.0,480.0,750.5,942.3,20,0.0,Crimped,0.75,480.0,1.5,0.929,30.19,4.0,0.55,0.443348298676749,3.52666666666667,32.497308934338,24.3729817007535,32.497308934338,24.3729817007535,48.745963401507
264.0,480.0,769.1,895.1,20,0.0,Crimped,0.75,480.0,2.0,0.929,30.19,4.3,0.55,0.462143973080159,3.46708333333333,32.497308934338,24.3729817007535,32.497308934338,24.3729817007535,64.994617868676
177.0,385.0,920.0,887.0,19,2.31,No fiber,0.0,0.0,0.0,0.0,0.0,3.06666666666667,0.45974025974026,0.509131156613171,4.69350649350649,0.0,0.0,0.0,0.0,0.0
177.0,385.0,914.0,877.0,19,3.9,Hooked,1.0,1050.0,0.5,0.75,60.0,3.65714285714286,0.45974025974026,0.510329424902289,4.65194805194805,80.0,80.0,80.0,80.0,40.0
177.0,385.0,907.0,871.0,19,4.6,Hooked,1.0,1050.0,1.0,0.75,60.0,4.97142857142857,0.45974025974026,0.510123734533183,4.61818181818182,80.0,80.0,80.0,80.0,80.0
177.0,354.0,915.0,878.0,19,2.478,No fiber,0.0,0.0,0.0,0.0,0.0,3.35238095238095,0.5,0.51031790295594,5.06497175141243,0.0,0.0,0.0,0.0,0.0
177.0,354.0,908.0,873.0,19,4.3,Hooked,1.0,1050.0,0.5,0.75,60.0,4.05714285714286,0.5,0.509825940482875,5.03107344632768,80.0,80.0,80.0,80.0,40.0
177.0,354.0,901.0,866.0,19,5.0,Hooked,1.0,1050.0,1.0,0.75,60.0,5.32380952380952,0.5,0.509903791737408,4.99152542372881,80.0,80.0,80.0,80.0,80.0
162.0,450.0,912.0,877.0,19,4.95,No fiber,0.0,0.0,0.0,0.0,0.0,4.18095238095238,0.36,0.509782001117943,3.97555555555556,0.0,0.0,0.0,0.0,0.0
162.0,450.0,906.0,868.0,19,5.9,Hooked,1.0,1050.0,0.5,0.75,60.0,4.54285714285714,0.36,0.510710259301015,3.94222222222222,80.0,80.0,80.0,80.0,40.0
162.0,450.0,899.0,864.0,19,6.5,Hooked,1.0,1050.0,1.0,0.75,60.0,5.40952380952381,0.36,0.509926262053318,3.91777777777778,80.0,80.0,80.0,80.0,80.0
162.0,414.0,906.0,870.0,19,4.968,No fiber,0.0,0.0,0.0,0.0,0.0,4.48571428571429,0.391304347826087,0.510135135135135,4.28985507246377,0.0,0.0,0.0,0.0,0.0
162.0,414.0,899.0,864.0,19,6.1,Hooked,1.0,1050.0,0.5,0.75,60.0,5.3047619047619,0.391304347826087,0.509926262053318,4.25845410628019,80.0,80.0,80.0,80.0,40.0
162.0,414.0,893.0,858.0,19,6.3,Hooked,1.0,1050.0,1.0,0.75,60.0,6.8,0.391304347826087,0.509994288977727,4.22946859903382,80.0,80.0,80.0,80.0,80.0
181.2,453.0,624.0,1242.0,22,1.0,No fiber,0.0,0.0,0.0,0.0,0.0,1.95,0.4,0.334405144694534,4.11920529801325,0.0,0.0,0.0,0.0,0.0
181.2,453.0,624.0,1242.0,22,1.0,Hooked,1.0,1100.0,0.4,0.75,60.0,2.23,0.4,0.334405144694534,4.11920529801325,80.0,80.0,80.0,80.0,32.0
181.2,453.0,624.0,1242.0,22,1.0,Hooked,1.0,1100.0,0.6,0.75,60.0,2.42,0.4,0.334405144694534,4.11920529801325,80.0,80.0,80.0,80.0,48.0
181.2,453.0,624.0,1242.0,22,1.0,Hooked,1.0,1100.0,0.8,0.75,60.0,2.57,0.4,0.334405144694534,4.11920529801325,80.0,80.0,80.0,80.0,64.0
160.0,400.0,750.0,1140.0,20,8.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.9047619047619,0.4,0.396825396825397,4.725,0.0,0.0,0.0,0.0,0.0
160.0,400.0,750.0,1140.0,20,8.0,Hooked,1.0,1700.0,0.5,0.5,30.0,4.95238095238095,0.4,0.396825396825397,4.725,60.0,60.0,60.0,60.0,30.0
215.0,500.0,556.0,1129.0,16,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,2.06666666666667,0.43,0.329970326409495,3.37,0.0,0.0,0.0,0.0,0.0
215.0,500.0,556.0,1129.0,16,0.0,Hooked,1.0,1345.0,1.0,0.55,30.0,3.5047619047619,0.43,0.329970326409495,3.37,54.5454545454545,54.5454545454545,54.5454545454545,54.5454545454545,54.5454545454545
165.0,471.0,690.0,1038.0,20,2.83,Crimped,0.75,380.0,1.0,0.5,30.0,9.23809523809524,0.35031847133758,0.399305555555556,3.6687898089172,60.0,45.0,60.0,45.0,60.0
165.0,300.0,760.0,1140.0,20,1.8,Crimped,0.75,380.0,1.0,0.5,30.0,8.47619047619048,0.55,0.4,6.33333333333333,60.0,45.0,60.0,45.0,60.0
195.0,361.0,664.0,1180.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.12380952380952,0.54016620498615,0.360086767895879,5.10803324099723,0.0,0.0,0.0,0.0,0.0
195.0,361.0,664.0,1180.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.25714285714286,0.54016620498615,0.360086767895879,5.10803324099723,0.0,0.0,0.0,0.0,0.0
195.0,361.0,664.0,1180.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.32380952380952,0.54016620498615,0.360086767895879,5.10803324099723,0.0,0.0,0.0,0.0,0.0
195.0,406.0,630.0,1169.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,2.93333333333333,0.480295566502463,0.350194552529183,4.43103448275862,0.0,0.0,0.0,0.0,0.0
195.0,406.0,630.0,1169.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.41904761904762,0.480295566502463,0.350194552529183,4.43103448275862,0.0,0.0,0.0,0.0,0.0
195.0,406.0,630.0,1169.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.13333333333333,0.480295566502463,0.350194552529183,4.43103448275862,0.0,0.0,0.0,0.0,0.0
204.0,425.0,713.0,1069.0,20,0.0,Mill-cut,0.5,380.0,0.5,0.9436,32.31,3.46666666666667,0.48,0.400112233445567,4.19294117647059,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,17.1206019499788
204.0,425.0,713.0,1069.0,20,0.0,Mill-cut,0.5,380.0,0.5,0.9436,32.31,3.34285714285714,0.48,0.400112233445567,4.19294117647059,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,17.1206019499788
204.0,425.0,713.0,1069.0,20,0.0,Mill-cut,0.5,380.0,0.5,0.9436,32.31,3.48571428571429,0.48,0.400112233445567,4.19294117647059,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,17.1206019499788
212.0,442.0,773.0,945.0,20,0.0,Mill-cut,0.5,380.0,1.0,0.9436,32.31,3.83809523809524,0.479638009049774,0.449941792782305,3.8868778280543,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,34.2412038999576
212.0,442.0,773.0,945.0,20,0.0,Mill-cut,0.5,380.0,1.0,0.9436,32.31,3.74285714285714,0.479638009049774,0.449941792782305,3.8868778280543,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,34.2412038999576
212.0,442.0,773.0,945.0,20,0.0,Mill-cut,0.5,380.0,1.0,0.9436,32.31,3.58095238095238,0.479638009049774,0.449941792782305,3.8868778280543,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,34.2412038999576
220.0,458.0,827.0,827.0,20,0.0,Mill-cut,0.5,380.0,1.5,0.9436,32.31,3.88571428571429,0.480349344978166,0.5,3.61135371179039,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,51.3618058499364
220.0,458.0,827.0,827.0,20,0.0,Mill-cut,0.5,380.0,1.5,0.9436,32.31,4.18095238095238,0.480349344978166,0.5,3.61135371179039,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,51.3618058499364
220.0,458.0,827.0,827.0,20,0.0,Mill-cut,0.5,380.0,1.5,0.9436,32.31,4.2,0.480349344978166,0.5,3.61135371179039,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,51.3618058499364
228.0,475.0,875.0,715.0,20,0.0,Mill-cut,0.5,380.0,2.0,0.9436,32.31,4.75238095238095,0.48,0.550314465408805,3.34736842105263,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,68.4824077999152
228.0,475.0,875.0,715.0,20,0.0,Mill-cut,0.5,380.0,2.0,0.9436,32.31,3.89523809523809,0.48,0.550314465408805,3.34736842105263,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,68.4824077999152
228.0,475.0,875.0,715.0,20,0.0,Mill-cut,0.5,380.0,2.0,0.9436,32.31,4.19047619047619,0.48,0.550314465408805,3.34736842105263,34.2412038999576,17.1206019499788,34.2412038999576,17.1206019499788,68.4824077999152
166.0,415.0,838.55,1024.9,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,5.93,0.4,0.449998658402426,4.49024096385542,0.0,0.0,0.0,0.0,0.0
166.0,415.0,838.55,1024.9,20,0.0,Hooked,1.0,1345.0,1.0,0.55,35.0,6.81,0.4,0.449998658402426,4.49024096385542,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636
161.0,460.0,1150.0,1048.8,20,18.4,No fiber,0.0,0.0,0.0,0.0,0.0,3.15238095238095,0.35,0.523012552301255,4.78,0.0,0.0,0.0,0.0,0.0
161.0,460.0,1150.0,1048.8,20,18.4,Mill-cut,0.5,808.6,0.4,0.8,32.0,3.48571428571429,0.35,0.523012552301255,4.78,40.0,20.0,40.0,20.0,16.0
161.0,460.0,1150.0,1048.8,20,18.4,Mill-cut,0.5,808.6,0.8,0.8,32.0,3.89523809523809,0.35,0.523012552301255,4.78,40.0,20.0,40.0,20.0,32.0
161.0,460.0,1150.0,1048.8,20,18.4,Mill-cut,0.5,808.6,1.2,0.8,32.0,4.45714285714286,0.35,0.523012552301255,4.78,40.0,20.0,40.0,20.0,48.0
161.0,460.0,1150.0,1048.8,20,18.4,Mill-cut,0.5,808.6,1.6,0.8,32.0,5.14285714285714,0.35,0.523012552301255,4.78,40.0,20.0,40.0,20.0,64.0
160.0,258.0,753.0,1229.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,2.93,0.62015503875969,0.37991927346115,7.68217054263566,0.0,0.0,0.0,0.0,0.0
160.0,267.0,691.0,1283.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.56,0.599250936329588,0.350050658561297,7.39325842696629,0.0,0.0,0.0,0.0,0.0
195.0,415.0,627.0,1164.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.42,0.469879518072289,0.350083752093802,4.31566265060241,0.0,0.0,0.0,0.0,0.0
200.0,513.0,540.0,1147.0,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,4.26,0.389863547758285,0.32009484291642,3.28849902534113,0.0,0.0,0.0,0.0,0.0
160.0,267.0,829.0,1145.0,20,0.0,Hooked,1.0,1000.0,0.4,0.9,50.0,4.28,0.599250936329588,0.419959473150962,7.39325842696629,55.5555555555556,55.5555555555556,55.5555555555556,55.5555555555556,22.2222222222222
160.0,267.0,868.0,1105.0,20,0.0,Hooked,1.0,1180.0,0.4,0.75,35.0,3.84,0.599250936329588,0.439939178915357,7.38951310861423,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,18.6666666666667
160.0,267.0,770.0,1204.0,20,0.0,Hooked,1.0,1325.0,0.4,0.55,35.0,4.28,0.599250936329588,0.390070921985816,7.39325842696629,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,25.4545454545454
160.0,267.0,829.0,1145.0,20,0.0,Hooked,1.0,1250.0,0.4,0.62,35.0,4.26,0.599250936329588,0.419959473150962,7.39325842696629,56.4516129032258,56.4516129032258,56.4516129032258,56.4516129032258,22.5806451612903
160.0,267.0,829.0,1145.0,20,0.0,Mill-cut,0.5,700.0,0.4,1.15,32.0,4.22,0.599250936329588,0.419959473150962,7.39325842696629,27.8260869565217,13.9130434782609,27.8260869565217,13.9130434782609,11.1304347826087
160.0,267.0,829.0,1145.0,20,0.0,Crimped,0.75,500.0,0.4,0.618,35.0,4.32,0.599250936329588,0.419959473150962,7.39325842696629,56.6343042071197,42.4757281553398,56.6343042071197,42.4757281553398,22.6537216828479
160.0,267.0,770.0,1204.0,20,0.0,Hooked,1.0,1250.0,0.2,0.62,35.0,3.98,0.599250936329588,0.390070921985816,7.39325842696629,56.4516129032258,56.4516129032258,56.4516129032258,56.4516129032258,11.2903225806452
165.0,275.0,823.0,1137.0,20,0.0,Hooked,1.0,1250.0,0.5,0.62,35.0,4.37,0.6,0.419897959183673,7.12727272727273,56.4516129032258,56.4516129032258,56.4516129032258,56.4516129032258,28.2258064516129
170.0,283.0,837.0,1110.0,20,0.0,Hooked,1.0,1250.0,0.7,0.62,35.0,4.84,0.600706713780919,0.429892141756548,6.87985865724382,56.4516129032258,56.4516129032258,56.4516129032258,56.4516129032258,39.5161290322581
160.0,258.0,832.0,1150.0,20,0.0,Hooked,1.0,1250.0,0.4,0.62,35.0,3.98,0.62015503875969,0.419778002018163,7.68217054263566,56.4516129032258,56.4516129032258,56.4516129032258,56.4516129032258,22.5806451612903
195.0,415.0,752.0,1038.0,20,0.0,Hooked,1.0,1250.0,0.4,0.62,35.0,4.48,0.469879518072289,0.420111731843575,4.31325301204819,56.4516129032258,56.4516129032258,56.4516129032258,56.4516129032258,22.5806451612903
200.0,513.0,675.0,1012.0,20,0.0,Hooked,1.0,1250.0,0.4,0.62,35.0,5.11,0.389863547758285,0.400118553645525,3.28849902534113,56.4516129032258,56.4516129032258,56.4516129032258,56.4516129032258,22.5806451612903
172.0,400.0,730.0,1100.0,15,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,4.02857142857143,0.43,0.398907103825137,4.575,0.0,0.0,0.0,0.0,0.0
172.0,400.0,730.0,1087.0,15,0.0,Hooked,1.0,,0.5,0.8,32.0,4.47619047619048,0.43,0.401761144744084,4.5425,40.0,40.0,40.0,40.0,20.0
172.0,400.0,730.0,1073.0,15,0.0,Hooked,1.0,,1.0,0.8,32.0,5.14285714285714,0.43,0.404880754298391,4.5075,40.0,40.0,40.0,40.0,40.0
172.0,400.0,730.0,1060.0,15,0.0,Hooked,1.0,,1.5,0.8,32.0,5.71428571428571,0.43,0.407821229050279,4.475,40.0,40.0,40.0,40.0,60.0
172.0,400.0,730.0,1046.0,15,0.0,Hooked,1.0,,2.0,0.8,32.0,7.16190476190476,0.43,0.411036036036036,4.44,40.0,40.0,40.0,40.0,80.0
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,10,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.38,0.46,0.287671232876712,4.38,0.0,0.0,0.0,0.0,0.0
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,10,0.0,Hooked,1.0,,0.5,0.8,60.0,4.1,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,37.5
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,10,0.0,Hooked,1.0,,1.0,0.8,60.0,4.64,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,75.0
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,10,0.0,Hooked,1.0,,1.5,0.8,60.0,5.68,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,112.5
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,16,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.56,0.46,0.287671232876712,4.38,0.0,0.0,0.0,0.0,0.0
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,16,0.0,Hooked,1.0,,0.5,0.8,60.0,4.33,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,37.5
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,16,0.0,Hooked,1.0,,1.0,0.8,60.0,4.76,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,75.0
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,16,0.0,Hooked,1.0,,1.5,0.8,60.0,5.77,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,112.5
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,3.33,0.46,0.287671232876712,4.38,0.0,0.0,0.0,0.0,0.0
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,20,0.0,Hooked,1.0,,0.5,0.8,60.0,4.06,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,37.5
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,20,0.0,Hooked,1.0,,1.0,0.8,60.0,4.69,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,75.0
189.041095890411,410.958904109589,517.808219178082,1282.19178082192,20,0.0,Hooked,1.0,,1.5,0.8,60.0,4.96,0.46,0.287671232876712,4.38,75.0,75.0,75.0,75.0,112.5
167.441860465116,372.093023255814,744.186046511628,1116.27906976744,20,0.0,No fiber,0.0,0.0,0.0,0.0,0.0,2.77,0.45,0.4,5.0,0.0,0.0,0.0,0.0,0.0
167.441860465116,372.093023255814,744.186046511628,1116.27906976744,20,0.0,Hooked,1.0,1225.0,0.127388535031847,0.75,60.0,2.67,0.45,0.4,5.0,80.0,80.0,80.0,80.0,10.1910828025478
167.441860465116,372.093023255814,744.186046511628,1116.27906976744,20,0.0,Hooked,1.0,1225.0,0.382165605095541,0.75,60.0,3.21,0.45,0.4,5.0,80.0,80.0,80.0,80.0,30.5732484076433
167.441860465116,372.093023255814,744.186046511628,1116.27906976744,20,0.0,Hooked,1.0,1225.0,0.573248407643312,0.75,60.0,3.26,0.45,0.4,5.0,80.0,80.0,80.0,80.0,45.859872611465
188.0,400.0,610.0,1132.0,10,3.31,No fiber,0.0,0.0,0.0,0.0,0.0,3.71,0.47,0.350172215843858,4.355,0.0,0.0,0.0,0.0,0.0
188.0,400.0,610.0,1132.0,10,3.31,Hooked,1.0,1270.0,0.5,0.62,30.0,3.37,0.47,0.350172215843858,4.355,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936,24.1935483870968
188.0,400.0,610.0,1132.0,10,3.31,Hooked,1.0,1270.0,1.0,0.62,30.0,3.5,0.47,0.350172215843858,4.355,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936
