Water [kg],Cement [kg],Sand [kg],CA [kg],smax [mm],SP [kg],Fiber type,ρf,Vf [%],df [mm],Lf [mm],fcy [MPa],w/c,s/a,a/c,Lf /df ,ρfLf /df ,Lf_df_ratio,rho_f_x_Lf_df,fiber_factor
168.1,410.0,1073.0,645.0,16.0,4.1,No fiber,0.0,0.0,0.0,0.0,38.7,0.41,0.624563445867288,4.19024390243902,0.0,0.0,0.0,0.0,0.0
168.1,410.0,1073.0,645.0,16.0,4.8,Hooked,1.0,0.636942675159236,0.8,50.0,32.1,0.41,0.624563445867288,4.19024390243902,62.5,62.5,62.5,62.5,39.8089171974522
168.1,410.0,1073.0,645.0,16.0,5.7,Hooked,1.0,1.0,0.8,50.0,33.1,0.41,0.624563445867288,4.19024390243902,62.5,62.5,62.5,62.5,62.5
167.7,390.0,1075.0,758.0,16.0,2.34,No fiber,0.0,0.0,0.0,0.0,40.5,0.43,0.586470267321331,4.7,0.0,0.0,0.0,0.0,0.0
167.7,390.0,1075.0,758.0,16.0,3.12,Hooked,1.0,0.32,0.8,50.0,38.0,0.43,0.586470267321331,4.7,62.5,62.5,62.5,62.5,20.0
167.7,390.0,1075.0,758.0,16.0,3.12,Hooked,1.0,0.45,0.8,50.0,36.9,0.43,0.586470267321331,4.7,62.5,62.5,62.5,62.5,28.125
205.0,460.0,985.0,721.0,12.0,12.8,Hooked,1.0,0.76,0.62,40.0,61.1,0.445652173913043,0.577373974208675,3.70869565217391,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,49.0322580645161
205.0,460.0,985.0,721.0,12.0,12.8,Hooked,1.0,0.76,0.62,40.0,65.7,0.445652173913043,0.577373974208675,3.70869565217391,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,49.0322580645161
198.0,440.0,924.0,846.0,12.0,11.1,No fiber,0.0,0.0,0.0,0.0,52.4,0.45,0.522033898305085,4.02272727272727,0.0,0.0,0.0,0.0,0.0
205.0,460.0,985.0,721.0,12.0,12.8,Hooked,1.0,0.76,0.62,40.0,65.4,0.445652173913043,0.577373974208675,3.70869565217391,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,49.0322580645161
205.0,460.0,985.0,721.0,12.0,12.8,Hooked,1.0,0.76,0.62,40.0,65.9,0.445652173913043,0.577373974208675,3.70869565217391,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,49.0322580645161
205.0,460.0,985.0,721.0,12.0,12.8,Hooked,1.0,0.76,0.62,40.0,59.5,0.445652173913043,0.577373974208675,3.70869565217391,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,49.0322580645161
205.0,460.0,985.0,721.0,12.0,12.8,Hooked,1.0,0.76,0.62,40.0,63.5,0.445652173913043,0.577373974208675,3.70869565217391,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,49.0322580645161
205.0,460.0,985.0,721.0,12.0,12.8,Hooked,1.0,0.76,0.62,40.0,70.0,0.445652173913043,0.577373974208675,3.70869565217391,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,49.0322580645161
205.0,460.0,985.0,721.0,12.0,12.8,Hooked,1.0,0.76,0.62,40.0,65.0,0.445652173913043,0.577373974208675,3.70869565217391,64.5161290322581,64.5161290322581,64.5161290322581,64.5161290322581,49.0322580645161
165.0,300.0,1128.75,806.25,16.0,2.475,No fiber,0.0,0.0,0.0,0.0,17.6,0.55,0.583333333333333,6.45,0.0,0.0,0.0,0.0,0.0
165.0,300.0,1128.75,806.25,16.0,2.475,Hooked,1.0,0.25,0.55,35.0,29.2,0.55,0.583333333333333,6.45,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,15.9090909090909
165.0,300.0,1128.75,806.25,16.0,2.475,Hooked,1.0,0.25,0.55,35.0,24.4,0.55,0.583333333333333,6.45,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,15.9090909090909
165.0,300.0,1128.75,806.25,16.0,2.475,Hooked,1.0,0.5,0.75,60.0,23.2,0.55,0.583333333333333,6.45,80.0,80.0,80.0,80.0,40.0
165.0,300.0,1128.75,806.25,16.0,2.475,Hooked,1.0,0.5,0.75,60.0,20.8,0.55,0.583333333333333,6.45,80.0,80.0,80.0,80.0,40.0
190.0,380.0,1082.0,742.0,12.0,0.038,No fiber,0.0,0.0,0.0,0.0,32.4,0.5,0.593201754385965,4.8,0.0,0.0,0.0,0.0,0.0
190.0,380.0,1082.0,742.0,12.0,0.95,Hooked,1.0,0.25,0.35,30.0,21.6,0.5,0.593201754385965,4.8,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,21.4285714285714
190.0,380.0,1082.0,742.0,12.0,2.394,Hooked,1.0,0.63,0.35,30.0,41.44,0.5,0.593201754385965,4.8,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,54.0
190.0,380.0,1082.0,742.0,12.0,0.038,No fiber,0.0,0.0,0.0,0.0,38.24,0.5,0.593201754385965,4.8,0.0,0.0,0.0,0.0,0.0
190.0,380.0,1082.0,742.0,12.0,0.95,Hooked,1.0,0.25,0.35,30.0,42.4,0.5,0.593201754385965,4.8,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,21.4285714285714
190.0,380.0,1082.0,742.0,12.0,2.394,Hooked,1.0,0.63,0.35,30.0,43.92,0.5,0.593201754385965,4.8,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,54.0
169.072164948454,412.371134020619,927.835051546392,890.721649484536,12.0,0.0,No fiber,0.0,0.0,0.0,0.0,40.0952380952381,0.41,0.510204081632653,4.41,0.0,0.0,0.0,0.0,0.0
169.072164948454,412.371134020619,927.835051546392,890.721649484536,12.0,0.0,Hooked,1.0,0.25,1.0,50.0,41.6190476190476,0.41,0.510204081632653,4.41,50.0,50.0,50.0,50.0,12.5
169.072164948454,412.371134020619,927.835051546392,890.721649484536,12.0,0.0,Hooked,1.0,0.63,1.0,50.0,40.8571428571428,0.41,0.510204081632653,4.41,50.0,50.0,50.0,50.0,31.5
188.0,400.0,610.0,1132.0,10.0,3.31,No fiber,0.0,0.0,0.0,0.0,40.5,0.47,0.350172215843858,4.355,0.0,0.0,0.0,0.0,0.0
188.0,400.0,610.0,1132.0,10.0,3.31,Hooked,1.0,0.5,0.62,30.0,39.7,0.47,0.350172215843858,4.355,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936,24.1935483870968
188.0,400.0,610.0,1132.0,10.0,3.31,Hooked,1.0,1.0,0.62,30.0,36.4,0.47,0.350172215843858,4.355,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936
